,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
42212,9D Foods,Yes,No,4.1,461,Marathahalli,Quick Bites,"Kheer, Paneer Chatpata, Mango Lassi, Thali, Paratha, Gulab Jamun, Buttermilk","North Indian, Street Food",400,Dine-out
42215,Kabab Mirchi,No,No,3.2,4,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Mughlai",300,Dine-out
42223,Cafe Petu,Yes,No,3.8,374,Marathahalli,Quick Bites,"Paratha, Pizza Parantha, Sandwich, Tea, Honey Chilli Potatoes, Pasta Alfredo, Coffee","North Indian, Sandwich",300,Dine-out
42224,Muscat Restaurant,Yes,No,3,47,Marathahalli,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
42225,Rajwada Food,Yes,No,3,22,Marathahalli,Quick Bites,NA,North Indian,300,Dine-out
42227,Sher-E-Punjab,Yes,No,3.4,422,Marathahalli,Quick Bites,"Jeera Rice, Thali, Roti","North Indian, Chinese",400,Dine-out
42229,American Bites,Yes,No,2.9,5,Marathahalli,Quick Bites,NA,"Pizza, American, Fast Food, Seafood",600,Dine-out
42230,Kudil Kerala Kitchen,Yes,No,3.8,49,Marathahalli,Quick Bites,"Roast Chicken, Appam, Kadala Curry, Fish Fry",Kerala,300,Dine-out
42231,Delhi Walle,Yes,No,3.9,632,Marathahalli,Quick Bites,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri","North Indian, Street Food",300,Dine-out
42232,Sai Foods,No,No,4.1,123,Marathahalli,Quick Bites,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti",North Indian,200,Dine-out
42233,California Burrito,No,No,3.8,15,Marathahalli,"Food Court, Quick Bites",NA,"Mexican, Fast Food",400,Dine-out
42235,Delite Chaat House,Yes,No,3.3,4,Marathahalli,Quick Bites,NA,"Street Food, Gujarati",300,Dine-out
42238,Sukhi Bhava,Yes,No,3.6,22,Marathahalli,Quick Bites,NA,"Andhra, Chinese, Biryani",300,Dine-out
42240,Sri Vishnu Veg,Yes,No,3.5,14,Marathahalli,Quick Bites,NA,South Indian,200,Dine-out
42241,Faasos,Yes,No,3.8,633,Marathahalli,Quick Bites,"Rolls, Salad, Dal Makhani, Chicken Wrap, Pizza, Chocolate Cake, Chocolate Fantasy","North Indian, Biryani, Fast Food",500,Dine-out
42242,Inhouse Burger,Yes,No,4,173,Marathahalli,Quick Bites,"Burgers, Jerk Chicken Salad, Salads, Lemon Mojito, Lemonade, Chicken Patty, Veg Burger",Fast Food,400,Dine-out
42243,Andhra Ruchulu,No,No,3.4,5,Marathahalli,Quick Bites,NA,"Andhra, Chinese",400,Dine-out
42244,Ganga Foods,Yes,No,3.5,18,Marathahalli,Quick Bites,NA,"South Indian, Chinese",200,Dine-out
42245,SGS Non Veg - Gundu Pulav,Yes,No,3.1,68,Marathahalli,Quick Bites,NA,"Biryani, Fast Food",400,Dine-out
42248,Tandoori Chowk,Yes,No,3.5,98,Marathahalli,Quick Bites,"Thali, Fried Rice, Chicken Tikka, Butter Chicken","North Indian, Chinese",400,Dine-out
42249,Madurai Idly Shop,No,No,2.9,69,Marathahalli,Quick Bites,"Idli, Vada, Pongal, Onion Rava Dosa",South Indian,200,Dine-out
42250,Shahi Grill,No,No,3.4,4,Marathahalli,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
42251,Biriyani & Kabab Corner,No,No,0,0,Marathahalli,Quick Bites,NA,"Biryani, North Indian, Chinese",350,Dine-out
42252,Keerthi Restaurant Andhra Style,Yes,No,3.3,8,Marathahalli,Quick Bites,NA,Andhra,300,Dine-out
42253,Sri Lakshmi Vaibhav,Yes,No,3.7,15,Marathahalli,Quick Bites,NA,"South Indian, North Indian, Chinese",500,Dine-out
42254,Rolls On Wheels,No,No,3.6,255,Marathahalli,Quick Bites,"Rolls, Mix Veg",Fast Food,200,Dine-out
42255,Five Star Chicken,No,No,2.9,49,Marathahalli,Quick Bites,NA,"Fast Food, Burger",300,Dine-out
42256,Parrattha Ssinghh,Yes,No,4.1,48,Marathahalli,Quick Bites,"Aloo Paratha, Dal Makhani, Chaat",North Indian,250,Dine-out
42257,Subway,Yes,No,3.6,40,Marathahalli,Quick Bites,NA,"Healthy Food, Sandwich, Salad",500,Dine-out
42258,Tiffin Inn's,Yes,No,3.7,24,Marathahalli,Quick Bites,NA,South Indian,250,Dine-out
42259,Food Square,Yes,No,3.6,17,Marathahalli,Quick Bites,NA,"Fast Food, Chinese",200,Dine-out
42260,Palos,Yes,No,3.3,49,Marathahalli,Quick Bites,NA,"Chinese, North Indian",300,Dine-out
42261,Aashish Foods,Yes,No,3.8,35,Marathahalli,Quick Bites,"Paratha, Thali, Rajma",North Indian,150,Dine-out
42262,Lucknow Central,Yes,No,3,23,Marathahalli,Quick Bites,NA,North Indian,350,Dine-out
42263,Namak Swad Anusaar,Yes,No,3.8,156,Marathahalli,Quick Bites,"Papdi Chaat, Panneer Butter Masala, Tea, Paneer Lababdar, Biryani, Kullad Chai, Chicken Tikka Masala","North Indian, Chinese, Biryani, Rolls",400,Dine-out
42264,Ashirvad Resturant,No,No,3.2,7,Marathahalli,Quick Bites,NA,"North Indian, Chinese",300,Dine-out
42265,Punjab Da Zaika,No,No,3.8,29,Marathahalli,Quick Bites,NA,North Indian,450,Dine-out
42266,Chef Baker's,Yes,No,3.5,100,Marathahalli,"Bakery, Quick Bites","Burgers, Chocolate Cake",Bakery,450,Dine-out
42277,Ande Ka Funda,Yes,No,3.3,228,Marathahalli,Quick Bites,Paratha,"North Indian, Chinese, Rolls",250,Dine-out
42278,The London Shakes,Yes,No,4.1,59,Marathahalli,Quick Bites,"Pasta, Burgers, Pizza, Nachos, Exotic Garlic Bread, French Fries, Chocolate Shake","Fast Food, Beverages",300,Dine-out
42279,Art Of Flavours,No,No,0,0,Marathahalli,Quick Bites,NA,Fast Food,200,Dine-out
42280,Oye Amritsar,No,No,3.7,25,Marathahalli,Food Court,NA,North Indian,600,Dine-out
42281,Basaveshwara Khanavali,No,No,3.5,6,Marathahalli,Quick Bites,NA,South Indian,400,Dine-out
42282,Spicy Paratha House,Yes,No,3,9,Marathahalli,Quick Bites,NA,"North Indian, Chinese",450,Dine-out
42283,Odians,Yes,No,3.1,44,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Oriya",500,Dine-out
42284,Zeeshan,Yes,No,3.6,92,Marathahalli,Quick Bites,Mutton Biryani,"North Indian, Kebab, Biryani, Rolls",700,Dine-out
42285,New Udupi Upahar,Yes,No,3.8,41,Marathahalli,Quick Bites,NA,"Chinese, North Indian, South Indian",300,Dine-out
42286,Parasme,Yes,No,3.7,42,Marathahalli,"Quick Bites, Dessert Parlor",NA,"Continental, Italian, Chinese, North Indian, Momos",400,Dine-out
42287,Decker's Lane,Yes,No,2.1,243,Marathahalli,Quick Bites,"Rolls, Rasgulla, Fish Fry, Bhetki Paturi, Mutton Kosha, Veg Thali, Luchi",Bengali,400,Dine-out
42288,Thalassery Restaurant,Yes,No,3.2,521,Marathahalli,Quick Bites,"Biryani, Coffee, Kerala Parotta, Tea, Thalassery Dum Biriyani, Appam, Noodles","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,Dine-out
42289,Andhra Vantillu,No,No,3.3,6,Marathahalli,Quick Bites,NA,"South Indian, North Indian",350,Dine-out
42290,New Madhuram,No,No,3.4,7,Marathahalli,Quick Bites,NA,"Andhra, Biryani",250,Dine-out
42291,Dawat,Yes,No,3.5,57,Marathahalli,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
42292,Momo Bites,Yes,No,3,21,Marathahalli,Food Court,NA,Tibetan,350,Dine-out
42293,BITEBOX,Yes,No,4.5,157,Marathahalli,Quick Bites,"Biryani, Roti, Thali, Sandwich, Salad, Gulab Jamun","North Indian, Chinese, Mughlai, Desserts",300,Dine-out
42294,Indian Chaps House,No,No,3.7,14,Marathahalli,Quick Bites,NA,North Indian,400,Dine-out
42295,WOW! Momo,Yes,No,3.6,82,Marathahalli,Quick Bites,"Chocolate Momos, Thukpa, Momo Burger, Chicken Momo","Tibetan, Momos",400,Dine-out
42296,Ram Bhog,No,No,3.8,24,Marathahalli,Quick Bites,NA,"Chinese, North Indian",200,Dine-out
42297,Amchoor,Yes,No,3.8,38,Marathahalli,Quick Bites,NA,"North Indian, Beverages",250,Dine-out
42298,Sardar Ka Chullah,No,No,3.3,7,Marathahalli,Food Court,NA,North Indian,400,Dine-out
42299,Eatwell Restaurant,Yes,No,3,68,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Biryani",400,Dine-out
42300,Konark Restaurant,Yes,No,3.1,91,Marathahalli,Quick Bites,NA,"North Indian, South Indian",200,Dine-out
42302,Food Mingo,Yes,No,3.1,4,Marathahalli,Quick Bites,NA,"North Indian, Chinese",450,Dine-out
42303,Mandya Umesh Nati Style Hotel,No,No,3.4,7,Marathahalli,Quick Bites,NA,South Indian,350,Dine-out
42304,Madurai Idli Dosa Shop,No,No,3.6,63,Marathahalli,Quick Bites,"Idli, Plain Dosa",South Indian,150,Dine-out
42305,Uma Bhai Restaurant,Yes,No,3.6,26,Marathahalli,Quick Bites,NA,Oriya,200,Dine-out
42306,The Zaika Of Banaras,Yes,No,3.3,26,Marathahalli,Quick Bites,NA,"North Indian, Street Food",350,Dine-out
42307,Pizza Baker's,Yes,No,3,15,Marathahalli,Quick Bites,NA,"Pizza, Burger, Fast Food, Beverages",450,Dine-out
42308,Swad-Deshi Restaurant,Yes,No,3.5,13,Marathahalli,Quick Bites,NA,"South Indian, Chinese",300,Dine-out
42309,The Red Tandoor,Yes,No,3.2,6,Marathahalli,Quick Bites,NA,"Chinese, North Indian",400,Dine-out
42310,Chai Darbaar,Yes,No,3.1,7,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Fast Food",300,Dine-out
42311,Mr Manchurian,Yes,No,3.6,199,Marathahalli,Food Court,"Momos, Chicken Spring Rolls, Chilli Chicken, Chicken Momo, Chop Suey, Chicken Noodle, Hakka Noodles","Chinese, Momos",500,Dine-out
42312,Food Zone,Yes,No,3.4,313,Marathahalli,Quick Bites,"Roti, Fish Fry, Egg Noodles","North Indian, Chinese",300,Dine-out
42313,Sree Saravana Bhavan,No,No,3.2,14,Marathahalli,Quick Bites,NA,South Indian,400,Dine-out
42314,Ammi's Biryani,No,No,2.1,342,Marathahalli,Quick Bites,"Chicken Guntur, Vegetable Biryani, Executive Chicken Biryani, Mutton Biryani, Hyderabadi Chicken Biryani","Biryani, North Indian",500,Dine-out
42315,Prajwal The Restaurant,Yes,No,3.5,47,Marathahalli,Quick Bites,"Paratha, Thali","North Indian, Chinese, Beverages",300,Dine-out
42316,Chatpata Chaat Station,No,No,3.5,19,Marathahalli,Quick Bites,NA,"North Indian, Street Food, Chinese",500,Dine-out
42317,Chatorezz,Yes,No,3.6,26,Marathahalli,Quick Bites,Paratha,"North Indian, Chinese",250,Dine-out
42318,Hot Brixx,Yes,No,3.7,22,Marathahalli,Quick Bites,NA,"Italian, Pizza",500,Dine-out
42319,Kalla's Restaurant,Yes,No,3.6,20,Marathahalli,Quick Bites,NA,"North Indian, Juices",200,Dine-out
42320,Rolls Plaza,Yes,No,3.7,63,Marathahalli,Quick Bites,"Rolls, Rice, Biryani","Fast Food, Chinese, Rolls",200,NA
42321,Kichukkhon,No,No,2.9,48,Marathahalli,Quick Bites,NA,"Bengali, Oriya",250,Dine-out
42322,New Aroma,No,No,3.3,4,Marathahalli,Quick Bites,NA,Chinese,250,Dine-out
42324,99Foods,No,No,3.4,32,Marathahalli,Quick Bites,NA,"Biryani, North Indian, Chinese, Kebab",400,Dine-out
42325,Patiala Zone,No,No,3.1,20,Marathahalli,Quick Bites,NA,"North Indian, Mughlai",400,Dine-out
42326,Rajwadi,No,No,3.6,10,Brookefield,Quick Bites,NA,"North Indian, Street Food",500,Dine-out
42327,Sudhir Vada Pav & Paratha Center,Yes,No,3.4,14,Marathahalli,Quick Bites,NA,Street Food,250,Dine-out
42328,Paakam,No,No,3.7,64,Marathahalli,Quick Bites,NA,South Indian,150,NA
42329,Andhra Central,Yes,No,3.1,13,Marathahalli,Food Court,NA,Andhra,400,Dine-out
42330,Kaka Da Dhaba,No,No,3.1,16,Marathahalli,Quick Bites,NA,North Indian,400,Dine-out
42331,Sri Udupi Deluxe,Yes,No,3.5,11,Marathahalli,Quick Bites,NA,"North Indian, Chinese, South Indian, Fast Food",400,Dine-out
42332,Food BoThe Taste Of Odisha,No,No,3.2,4,Marathahalli,Quick Bites,NA,"Chinese, Oriya, Bengali, North Indian",350,Dine-out
42333,Deli Chats and Sweets,Yes,No,4.1,50,Marathahalli,Quick Bites,"Chole, Samosa Chaat, Papdi Chaat, Dahipuri, Sev Puri, Chai, Panipuri","Street Food, Mithai",200,Dine-out
42334,Sri Vinayaka 99 Variety Dosa,No,No,3.2,4,Marathahalli,Quick Bites,NA,South Indian,350,Dine-out
42335,Hotel Jai Jaganath,No,No,3.2,4,Marathahalli,Quick Bites,NA,"Chinese, North Indian",500,Dine-out
42336,Om Sai Dham Bombay Hotel,No,No,3.6,19,Marathahalli,Quick Bites,NA,North Indian,200,Dine-out
42337,Jordan Food Corner,No,No,0,0,Marathahalli,Quick Bites,NA,"North Indian, Fast Food",200,Dine-out
42338,Hotel NLC Grand,No,No,0,0,Marathahalli,Quick Bites,NA,"Biryani, South Indian, North Indian",300,Dine-out
42339,Pakwan Family Restaurant,No,No,3.4,5,Marathahalli,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
42340,Sukhi's Restaurant,No,No,2.7,28,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Momos",250,Dine-out
42341,Spice Treat,No,No,0,0,Marathahalli,Food Court,NA,"North Indian, South Indian",400,Dine-out
42342,Cardamom Pods,Yes,No,0,0,Marathahalli,Quick Bites,NA,"North Indian, Chinese",450,Dine-out
42343,New Juice It Up,No,No,0,0,Marathahalli,Quick Bites,NA,"Juices, Fast Food",200,Dine-out
42344,Hot Biriyani Center,No,No,0,0,Marathahalli,Quick Bites,NA,"Biryani, Kebab",200,Dine-out
42345,Nukkad Box,No,No,3.7,25,Marathahalli,Quick Bites,NA,"North Indian, Fast Food, Desserts, Beverages",400,Dine-out
42346,Desi Vibes,No,No,2.9,11,Marathahalli,Food Court,NA,North Indian,300,Dine-out
42347,Swadist Restaurant,No,No,3.4,16,Marathahalli,Quick Bites,NA,"Oriya, South Indian, Fast Food",300,Dine-out
42348,Deepak Fast Food,No,No,3.3,4,Marathahalli,Quick Bites,NA,Fast Food,350,Dine-out
42349,Ambur Hot Dum Biryani,No,No,3.4,7,Marathahalli,Quick Bites,NA,"Biryani, Chinese",300,Dine-out
42350,Spicy Punjabi Pharatha,Yes,No,3,29,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Biryani",400,Dine-out
42352,Little Nature,Yes,No,3.1,46,Marathahalli,"Quick Bites, Beverage Shop",NA,"Juices, Ice Cream, Fast Food",250,Dine-out
42353,Happy Eat,Yes,No,3.3,88,Marathahalli,Quick Bites,NA,"Biryani, Chinese, North Indian",300,Dine-out
42354,Jiyan Swadista,Yes,No,3.4,10,Marathahalli,Quick Bites,NA,"Chinese, Kebab, North Indian",300,Dine-out
42355,Al Zaiqa Hotel,Yes,No,3.4,14,Marathahalli,Quick Bites,NA,"Chinese, South Indian, Fast Food",200,Dine-out
42356,Kolkata Famous Kati Rolls,No,No,3.8,60,Marathahalli,Quick Bites,NA,"Fast Food, Rolls",100,Dine-out
42357,Park N Eat,Yes,No,3.7,18,Marathahalli,Quick Bites,NA,"Chinese, North Indian",300,Dine-out
42358,Chakh Le India,Yes,No,3.1,93,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Rolls",300,NA
42359,AKS Family Dhaba And Restaurant,Yes,No,3.6,40,Marathahalli,Quick Bites,NA,"North Indian, Mughlai, South Indian",500,Dine-out
42361,Odisha Kitchen,Yes,No,3.1,95,Marathahalli,Quick Bites,"Veg Thali, Fish Thali","Oriya, North Indian, Chinese",500,NA
42363,Pani Puri,No,No,3.1,9,Marathahalli,Quick Bites,NA,Street Food,100,Dine-out
42365,Curries And Pickles,No,No,3.3,10,Marathahalli,Quick Bites,NA,"Andhra, North Indian, Biryani",350,Dine-out
42367,Petoo,Yes,No,3.8,38,Marathahalli,Quick Bites,Gulab Jamun,"Biryani, North Indian, Andhra",450,Dine-out
42368,Punjabi Phulka,Yes,No,2.8,69,Marathahalli,Quick Bites,NA,North Indian,500,Dine-out
42369,Maashpacheez,Yes,No,3.5,17,Marathahalli,Quick Bites,NA,"North Indian, Chinese, South Indian",300,Dine-out
42370,Noibidya,No,No,3.5,45,Marathahalli,Quick Bites,Fish,"North Indian, Bengali",400,Dine-out
42371,Spicy Khana Point,Yes,No,2.8,71,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Biryani",500,Dine-out
42372,Punjabi Food Joint,Yes,No,3.4,21,Marathahalli,Quick Bites,NA,"North Indian, South Indian",400,Dine-out
42373,Madhu's Tandoori Kitchen,No,No,3,17,Marathahalli,Quick Bites,NA,"North Indian, Chinese, Biryani",350,Dine-out
42374,Nandighosha,Yes,No,3.6,543,Marathahalli,Quick Bites,"Thali, Fish Curry, Dal Makhani, Khichda, Chicken Handi","Bengali, Seafood, Oriya, North Indian, Biryani",400,Dine-out
42375,The Grilled & Fried,Yes,No,2.8,53,Marathahalli,Quick Bites,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",Fast Food,300,Dine-out
42376,Dil Punjabi,Yes,No,2.6,159,Marathahalli,Quick Bites,Paratha,North Indian,300,Dine-out
42377,Hind Ka Chulah,Yes,No,3.7,210,Marathahalli,Food Court,"Biryani, Tandoori Chicken, Tandoori Roti, Chicken Tikka, Paratha, Salad, Raita","North Indian, Biryani",600,Dine-out
42378,Udupi Grand Veg,Yes,No,3.2,220,Marathahalli,Quick Bites,"Chole, Vada, Roti, Paratha",South Indian,450,Dine-out
42379,New Pepper Pot,Yes,No,0,0,Marathahalli,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
42381,Sardaar Ka Chulla,Yes,No,0,0,Marathahalli,Quick Bites,"Paratha, Roti, Paneer Tikka Masala, Bhindi Masala, Aloo Gobhi Masala","North Indian, Mughlai",450,Dine-out
42382,Gilly's Restobar,No,Yes,4.4,1788,Brookefield,"Pub, Casual Dining","Mutton Biryani, Drunken Chicken, Chicken Biryani, Beer, Pasta, Cocktails, Onion Rings","Continental, Finger Food, North Indian, Chinese",1200,NA
42390,Buddha Treats,Yes,No,4.2,373,Brookefield,Casual Dining,"Momos, Chilli Chicken, Sweet Corn Chicken Soup, Wonton Soup, Crispy Noodle, Egg Noodles, Chicken Garlic Noodle","Chinese, Thai",600,Dine-out
42391,Moriz Restaurant,Yes,No,2.8,1878,Brookefield,Casual Dining,"Al Faham Chicken, Kalmi Kebab, Bbq Chicken, Chicken Tikka, Shawarma, Malabari Biryani, Chicken Wrap","Arabian, North Indian, Biryani, Chinese, Seafood",750,Dine-out
42392,Sherlock's Pub,Yes,Yes,3.2,271,Brookefield,"Pub, Casual Dining","Beer, Pasta, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese",1500,Dine-out
42394,Mugs N Burgers,Yes,Yes,4,137,Brookefield,Cafe,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Coffee","Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600,Dine-out
42396,Le Charcoal,Yes,Yes,4.1,341,Brookefield,Casual Dining,"Gajar Ka Halwa, Tandoori Chicken, Gulab Jamun, Mutton Seekh Kebab, Al Faham Chicken, Mutton Biryani, Fish","Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600,NA
42397,South House,Yes,No,4.2,116,Brookefield,Casual Dining,"Egg Biryani, Dum Ka Chicken, Roti, Butter Chicken, Fried Fish, Butter Naan, Mutton Biryani","South Indian, Biryani",800,Dine-out
42398,Amanthrana Gardenia,Yes,No,3.9,115,Brookefield,Casual Dining,"Neer Dosa, Biryani, Chicken Curry, Murgh Ghee Roast, Manchow Soup, Chicken Sukha","North Indian, Andhra, BBQ, Seafood, Chinese",800,Dine-out
42401,Simhapuri Kitchen,Yes,Yes,4,511,Brookefield,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800,Dine-out
42415,Dhaba Social,Yes,No,4,472,Brookefield,Casual Dining,"Tandoori Chicken, Chicken Malai Tikka, Lassi, Tandoori Aloo, Paneer Lababdar, Kalmi Kabab, Bruschettas",North Indian,700,Dine-out
42416,Zaica Dine & Wine,Yes,Yes,3.8,832,Brookefield,"Casual Dining, Bar","Lemon Chicken, Egg Curry, Malai Kofta, Veg Starter, Biryani, Paneer Tikka, Gajar Ka Halwa",North Indian,750,Dine-out
42417,Southern Spice,Yes,No,4,122,"Varthur Main Road, Whitefield",Casual Dining,"Hyderabadi Biryani, Palak Paneer, Veg Thali, Mushroom Biryani, Mutton Biryani","North Indian, Chinese, Biryani, Andhra",800,Dine-out
42418,Kesar Sweet Shop and Fast Food,No,No,4.1,1143,Brookefield,Quick Bites,"Chole Bhature, Chaat, Jalebi, Puri Sabzi, Buttermilk, Dhokla, Panipuri","North Indian, South Indian, Chinese, Street Food, Mithai",500,Dine-out
42419,Chaat Street,Yes,No,4.1,221,"Varthur Main Road, Whitefield",Kiosk,"Pav Bhaji, Vada Pav, Panipuri, Tea, Samosa Chaat, Bhel Puri, Jalebi","Street Food, North Indian",250,Dine-out
42420,Abhiruchi Andhra Mess,Yes,No,3.2,50,Whitefield,Mess,Chicken Biryani,"Andhra, Biryani, South Indian",300,Dine-out
42421,Pita Pocket Factory,No,No,3.6,27,Brookefield,Casual Dining,NA,"Mediterranean, Continental, Italian, Burger",500,Dine-out
42422,Salem Kitchen,No,No,3.4,232,Brookefield,Casual Dining,"Chicken Sukha, Butter Chicken, Panneer Butter Masala, Masala Prawn, Chicken Curry, Biryani, Paratha","Chettinad, Chinese, South Indian",550,Dine-out
42423,Radha Rani,Yes,No,3.4,250,Brookefield,Quick Bites,"Fish, Veg Thali, Biryani","Bengali, North Indian, Chinese",400,Dine-out
42424,3 Leafs,Yes,No,3.7,128,Kaggadasapura,Casual Dining,"Butter Naan, Rumali Roti, Mutton Curry, Paratha, Biryani, Chicken Guntur","North Indian, South Indian, Chinese",600,Dine-out
42425,Hotel Salala,Yes,No,3.6,24,Brookefield,Quick Bites,NA,"North Indian, South Indian, Chinese, Biryani",400,Dine-out
42426,North Indies,Yes,No,3.8,25,Kaggadasapura,Quick Bites,NA,North Indian,450,Dine-out
42427,Kitchen Of Joy,No,No,3.8,210,Kaggadasapura,Casual Dining,"Thali, Rolls, Rasgulla, Aloo Posto, Biryani, Mutton Kasha, Paratha","Bengali, North Indian, Chinese, Rolls",500,Dine-out
42429,Kaayal,Yes,No,3.2,270,Brookefield,Casual Dining,"Appam, Buttermilk, Idiyappam, Kerala Parotta, Chicken Curry, Paratha, Roast Beef","Kerala, Chinese",500,Dine-out
42430,M.M.A. Kabab's & Biriyani Center,Yes,No,3.3,802,Brookefield,Quick Bites,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls","Arabian, Mughlai, Chinese, Kebab, Fast Food",400,Dine-out
42434,Kabab Souq,Yes,No,3.8,314,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400,Dine-out
42437,Not Just Parathas,Yes,No,3.8,170,Kaggadasapura,Quick Bites,"Paratha, Lassi, Panneer Butter Masala, Tandoori Roti","North Indian, Chinese",500,Dine-out
42438,Refresh,Yes,Yes,3.2,503,Brookefield,Cafe,"Poha, Masala Tea, Sandwiches, Pav Bhaji, Coffee, Egg Roll, Omelette","Cafe, Beverages",500,Dine-out
42440,Litti House,Yes,No,3.9,198,Brookefield,Quick Bites,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani",300,Dine-out
42443,Taco Bell,Yes,No,4,784,Brookefield,Quick Bites,"Tacos, Nachos, Burrito, Rice Bowl, Pizza, Fiesta Potatoes, Chicken Burritos","Mexican, American, Fast Food",600,Dine-out
42444,Andhra Ruchulu,Yes,No,3.5,107,Brookefield,Food Court,Biryani Combo,"Andhra, North Indian, Chinese, Biryani",500,Dine-out
